Year,IceInDayofYear,IceOutDayofYear,LengthOfIceCover_days,IceInDayofYear_fed,cumMeanDailyT_Jan,cumMeanDailyT_Feb,cumMeanDailyT_Mar,cumMeanDailyT_Apr,cumMeanDailyT_Sep,cumMeanDailyT_Oct,cumMeanDailyT_Nov,cumMeanDailyT_Dec,cumSnow_Jan,cumSnow_Feb,cumSnow_Mar,cumSnow_Apr,cumSnow_Sep,cumSnow_Oct,cumSnow_Nov,cumSnow_Dec,cumRain_Jan,cumRain_Feb,cumRain_Mar,cumRain_Apr,cumRain_Sep,cumRain_Oct,cumRain_Nov,cumRain_Dec,percPrecipRain_Jan,percPrecipRain_Feb,percPrecipRain_Mar,percPrecipRain_Apr,percPrecipRain_Sep,percPrecipRain_Oct,percPrecipRain_Nov,percPrecipRain_Dec,nDaysMeanBelowZero_Jan,nDaysMeanBelowZero_Feb,nDaysMeanBelowZero_Mar,nDaysMeanBelowZero_Apr,nDaysMeanBelowZero_Sep,nDaysMeanBelowZero_Oct,nDaysMeanBelowZero_Nov,nDaysMeanBelowZero_Dec,nDaysMinBelowZero_Jan,nDaysMinBelowZero_Feb,nDaysMinBelowZero_Mar,nDaysMinBelowZero_Apr,nDaysMinBelowZero_Sep,nDaysMinBelowZero_Oct,nDaysMinBelowZero_Nov,nDaysMinBelowZero_Dec,cumMeanDailyT_SepOct,cumMeanDailyT_SepOctNov,cumMeanDailyT_OctNov,cumMeanDailyT_OctNovDec,cumSnow_OctNov,cumSnow_OctNovDec,cumSnow_SepOct,cumSnow_SepOctNov,cumRain_SepOct,cumRain_SepOctNov,cumRain_OctNov,cumRain_OctNovDec,nDaysMeanBelowZero_SepOct,nDaysMeanBelowZero_SepOctNov,nDaysMeanBelowZero_OctNov,nDaysMeanBelowZero_OctNovDec,nDaysMinBelowZero_SepOct,nDaysMinBelowZero_SepOctNov,nDaysMinBelowZero_OctNov,nDaysMinBelowZero_OctNovDec,cumMeanDailyT_MarApr,cumMeanDailyT_FebMarApr,cumMeanDailyT_FebMar,cumMeanDailyT_JanFebMar,cumSnow_MarApr,cumSnow_FebMarApr,cumSnow_FebMar,cumSnow_JanFebMar,cumRain_MarApr,cumRain_FebMarApr,cumRain_FebMar,cumRain_JanFebMar,nDaysMeanAboveZero_MarApr,nDaysMeanAboveZero_Mar,nDaysMeanAboveZero_FebMar,nDaysMinAboveZero_MarApr,nDaysMinAboveZero_Mar,nDaysMinAboveZero_FebMar,maxSnowDepth_mm,maxSnowDepthDOY_fed,ENSO_index_spring,ENSO_index_summer,ENSO_index_winter,ENSO_index_fall,ENSO_Jan,ENSO_Feb,ENSO_Mar,ENSO_Apr,ENSO_Oct,ENSO_Nov,ENSO_Dec,ENSO_Oct_to_Mar,NAO_index_spring,NAO_index_summer,NAO_index_winter,NAO_index_fall,NAO_index_Jan,NAO_index_Feb,NAO_index_Mar,NAO_index_Apr,NAO_index_May,NAO_index_Jun,NAO_index_Jul,NAO_index_Aug,NAO_index_Sep,NAO_index_Oct,NAO_index_Nov,NAO_index_Dec,GlobalTempanomaly_C,isotherm_TempMax_degC_17_days_0_degC_WaterYear_date,isotherm_TempMean_degC_29_days_4_degC_WaterYear_date
2005,16,99,83,108,-167.21,-30.53,6.959999999999998,326.94,612.5,329.16,171.65999999999997,-30.83000000000001,833.12,243.83999999999997,756.9200000000001,0,0,0,88.9,160.01999999999998,180.59400000000002,68.58,149.098,154.94,54.864,69.59599999999999,93.97999999999999,124.206,17.815083938862443,21.951219512195124,16.456405943369777,100,100,100,51.388888888888886,43.69973190348526,25,19,11,0,0,0,3,17,29,25,28,2,0,0,9,22,941.6600000000001,1113.3200000000002,500.82,469.99,88.9,248.92,0,88.9,124.45999999999998,218.43999999999997,163.57599999999996,287.782,0,3,3,20,0,9,9,31,333.9,303.37,-23.570000000000004,-190.78,756.9200000000001,1000.76,1000.76,1833.88,304.038,372.618,217.678,398.27200000000005,50,20,29,31,3,6,508,152,0.39,-0.030000000000000002,0.6366666666666666,0.6766666666666666,0.64,0.58,0.45,0.43,0.67,0.66,0.69,3.6900000000000004,-94.23326086956521,5.055217391304347,-0.7795555555555667,-39.82714285714285,16.575806451612895,-156.475,-216.6648387096774,-8.656999999999995,-54.61741935483871,7.972666666666666,-27.27193548387096,34.55903225806452,30.721333333333334,-97.05354838709677,-51.24166666666667,122.49322580645162,0.6658333333333334,112,190
2006,348,86,103,75,36.44,-36.68999999999999,90.53,327.52,484.72,353.08,212.48000000000002,-74.42999999999999,558.8000000000001,144.78,124.45999999999998,0,0,0,78.74,401.32,167.89399999999998,53.848,23.114,109.22,162.306,462.534,124.45999999999998,110.23600000000002,23.10380985669346,27.10997442455243,15.662650602409641,100,100,100,61.24999999999999,21.549155908639523,11,19,11,0,0,0,5,22,23,23,18,3,0,0,7,28,837.8,1050.28,565.56,491.12999999999994,78.74,480.06,0,78.74,624.84,749.3,586.9939999999999,697.2299999999999,0,5,5,27,0,7,7,35,418.04999999999995,381.36,53.84000000000001,90.28,124.45999999999998,269.24,269.24,828.04,132.334,186.18200000000002,76.962,244.85599999999997,50,20,29,40,13,18,355.6,95,-0.36,0.12333333333333334,-0.82,-0.3233333333333333,-0.85,-0.77,-0.57,-0.37,-0.29,-0.57,-0.84,-3.8899999999999997,-51.134239130434786,2.6621739130434774,-44.43944444444445,-3.8419780219780204,13.397096774193551,-125.48785714285715,-164.14935483870968,38.482000000000006,-24.844516129032264,47.04333333333334,14.654516129032263,-52.27967741935484,20.862333333333332,-20.68064516129032,-11.14633333333333,-29.070967741935483,0.6341666666666667,77,183
2007,23,106,83,115,-18.319999999999997,-163.88,61.669999999999995,230.59000000000003,567.7800000000001,325.5399999999999,232.22999999999996,109.47000000000001,50.8,441.96,464.82000000000005,53.33999999999999,0,0,0,0,92.96400000000001,71.12,143.76400000000004,211.582,33.782000000000004,196.088,111.76,60.19799999999999,64.66431095406361,13.861386138613865,23.622704507512523,79.86577181208054,100,100,100,100,17,25,12,3,0,0,0,6,23,27,19,9,0,1,6,17,893.3199999999999,1125.55,557.7699999999999,667.2399999999999,0,0,0,0,229.87,341.63,307.848,368.046,0,0,0,6,1,7,7,24,292.26000000000005,128.38000000000002,-102.21000000000001,-120.53,518.1600000000001,960.12,906.78,957.58,355.346,426.466,214.88400000000004,307.84800000000007,46,19,22,33,12,13,406.4,171,-0.2733333333333333,-0.6133333333333334,0.6066666666666667,0.75,0.66,0.22,-0.12,-0.32,0.77,0.94,0.94,3.41,37.818152173913035,-38.777934782608696,-2.1158888888889074,-10.280219780219781,8.165483870967734,-101.1775,64.99516129032259,-45.76433333333334,91.52741935483871,-76.70566666666667,-6.354193548387095,-34.497419354838705,-3.5330000000000017,-85.48806451612904,60.68733333333334,77.07774193548389,0.6175,122,188
2008,347,99,117,74,-44.16,-66.41,57.220000000000006,352.21000000000004,535.8400000000001,466.10999999999996,116.14,-49.160000000000004,330.2000000000001,566.42,96.52,7.619999999999999,0,0,48.25999999999999,548.64,52.577999999999996,256.286,222.75800000000004,104.39399999999999,153.67000000000002,146.05,95.25,175.51399999999998,13.735899137358986,31.151589996912634,69.76929196499603,93.19727891156462,100,100,66.3716814159292,24.237109786039984,20,19,4,0,0,0,1,23,26,28,23,2,0,0,16,30,1001.95,1118.0900000000001,582.25,533.09,48.25999999999999,596.9,0,48.25999999999999,299.72,394.97,241.3,416.81399999999996,0,1,1,24,0,16,16,46,409.43000000000006,343.02000000000004,-9.18999999999999,-53.34999999999999,104.14,670.56,662.9399999999999,993.1400000000001,327.15200000000004,583.438,479.04400000000004,531.6220000000001,57,27,36,36,8,8,431.8,153,-1.0466666666666666,-0.4033333333333333,-1.5866666666666667,-1.3033333333333335,-1.64,-1.52,-1.29,-1.01,-1.34,-1.5,-1.6,-8.89,-45.16967391304349,-20.312391304347823,76.99736263736264,-9.892197802197797,56.705161290322586,77.454482758620685,11.598709677419356,-55.03633333333334,-92.38967741935484,-29.13733333333333,-27.420645161290324,-4.663870967741942,3.541666666666667,7.187419354838712,-40.975,96.86193548387097,0.5425,NA,193
2009,366,89,89,92,-198.90000000000003,-30.82,106.11000000000001,326.38999999999993,487.78,318.07999999999987,127.76999999999997,-33.09000000000001,485.13999999999993,193.04000000000002,58.42,0,0,0,7.619999999999999,454.66,87.884,33.782000000000004,86.868,76.2,51.816,105.156,75.946,208.53400000000002,15.336879432624118,14.893617021276595,59.79020979020978,100,100,100,90.88145896656535,31.443891229414017,31,16,7,0,0,0,6,18,31,23,17,3,0,2,14,28,805.8599999999999,933.6299999999999,445.84999999999985,412.7599999999998,7.619999999999999,462.28000000000003,0,7.619999999999999,156.972,232.918,181.102,389.636,0,6,6,24,2,16,16,44,432.49999999999994,401.67999999999995,75.29000000000002,-123.61000000000001,58.42,251.46000000000004,251.46000000000004,736.5999999999999,163.06799999999998,196.85000000000002,120.65,208.534,54,24,36,41,14,19,482.6,126,-0.31,0.43666666666666665,-0.79,-0.38,-0.85,-0.79,-0.61,-0.33,-0.35,-0.55,-0.73,-3.88,46.86760869565218,-15.061956521739141,-9.23022222222221,11.208241758241758,6.478387096774194,-99.98071428571428,2.260645161290316,37.721,100.32612903225805,-47.37033333333333,-54.43741935483871,55.57967741935484,19.721000000000004,53.48225806451613,-40.98766666666667,57.02935483870967,0.6425,106,182
2010,8,89,81,100,-104.44000000000001,-65.28,183.9,389.1499999999999,547.18,301.37,227.78000000000003,-58.89,256.54,1341.1200000000001,58.42,0,0,33.019999999999996,0,439.41999999999996,68.58000000000001,159.51200000000003,209.55,51.053999999999995,87.376,130.556,38.354,160.01999999999998,21.093750000000004,10.629654705484091,78.19905213270142,100,100,79.8136645962733,100,26.69491525423729,24,23,1,0,0,0,0,21,29,28,11,0,0,2,1,25,848.55,1076.33,529.1500000000001,470.2600000000001,33.019999999999996,472.43999999999994,33.019999999999996,33.019999999999996,217.93200000000002,256.286,168.91000000000003,328.93,0,0,0,21,2,3,3,28,573.05,507.7699999999999,118.62,14.179999999999978,58.42,1399.5400000000002,1399.5400000000002,1656.0800000000002,260.604,420.116,369.062,437.64200000000005,60,30,35,50,20,20,990.6,149,0.33999999999999997,-1.02,1.4266666666666667,1.0266666666666666,1.5,1.22,0.84,0.35,1.01,1.36,1.56,7.489999999999999,-91.31173913043479,-14.384347826086955,-227.94544444444443,15.884505494505493,-214.83419354838708,-290.95285714285717,-107.86225806451613,-79.52633333333333,-86.16645161290323,4.657000000000001,21.54129032258065,-68.73709677419355,28.08933333333334,-41.64612903225806,63.128,-184.1467741935484,0.7216666666666667,83,172
2011,353,100,112,80,-150.26000000000002,-62.519999999999996,77.49,286.67,543.3399999999999,360.8099999999999,156.40000000000003,-96.96000000000001,NA,NA,NA,NA,NA,0,2.54,368.29999999999995,74.676,128.77800000000002,179.32399999999998,176.27599999999998,306.832,157.48000000000002,82.80399999999999,103.88599999999998,NA,NA,NA,NA,NA,100,97.02380952380952,22.001075847229693,29,20,8,0,0,0,0,26,29,25,23,2,0,0,12,30,904.1499999999999,1060.55,517.2099999999999,420.2499999999999,2.54,370.84,NA,NA,464.312,547.116,240.284,344.16999999999996,0,0,0,26,0,12,12,42,364.16,301.64,14.969999999999999,-135.29000000000002,NA,NA,NA,NA,355.59999999999997,484.37799999999993,308.102,382.778,53,23,31,36,8,11,NA,NA,-0.7366666666666667,-0.5133333333333333,-1.4,-1.6133333333333333,-1.42,-1.19,-0.93,-0.73,-1.64,-1.64,-1.59,-8.41,66.80326086956521,-20.487391304347828,-136.97633333333332,-51.43956043956044,-168.5716129032258,66.11892857142857,-8.722580645161285,157.106,54.939354838709654,-36.66833333333334,3.1012903225806454,-28.41709677419355,-18.333333333333336,-34.41548387096774,-102.13733333333334,-288.82193548387096,0.5725,80,191
2012,16,76,60,108,-35.269999999999996,48.61,274.42999999999995,307.77000000000004,513.3299999999999,350.85999999999996,250.85000000000005,71.67,NA,NA,NA,NA,NA,NA,NA,NA,89.916,42.164,42.672,74.676,188.72200000000004,162.052,96.012,116.58599999999998,NA,NA,NA,NA,NA,NA,NA,NA,16,8,5,0,0,0,0,6,27,24,13,2,0,3,5,20,864.1899999999998,1115.04,601.71,673.38,NA,NA,NA,NA,350.774,446.786,258.06399999999996,374.65,0,0,0,6,3,8,8,28,582.2,630.81,323.03999999999996,287.77,NA,NA,NA,NA,117.348,159.512,84.836,174.75199999999998,56,26,46,46,18,22,NA,NA,-0.44,0.20333333333333334,-0.8733333333333333,-0.9766666666666667,-0.86,-0.72,-0.59,-0.47,-1.01,-1.09,-1.04,-5.31,-17.606086956521732,-51.002065217391305,71.59153846153846,47.175054945054946,38.633225806451605,-23.221724137931034,2.640645161290327,-6.8460000000000045,-48.2658064516129,-88.71933333333334,-21.505483870967748,-43.998064516129034,59.366,37.96548387096774,44.50066666666666,193.24612903225807,0.635,NA,167
2013,3,101,98,95,-60.57000000000001,-69.72,31.950000000000003,269.45,505.0200000000001,369.13999999999993,112.24000000000001,31.410000000000004,132.08,408.94,411.48,0,NA,NA,60.96,317.5,69.088,72.136,86.106,67.31,46.227999999999994,139.95399999999998,24.384,144.78,34.34343434343434,14.994720168954592,17.304747320061253,100,NA,NA,28.571428571428577,31.318681318681318,17,18,13,0,0,0,5,12,26,26,26,7,0,0,17,20,874.1600000000001,986.4000000000001,481.37999999999994,512.79,NA,NA,NA,NA,186.18199999999996,210.56599999999997,164.33799999999997,309.11799999999994,0,5,5,17,0,17,17,37,301.4,231.68,-37.769999999999996,-98.34000000000002,411.48,820.4200000000001,820.4200000000001,952.5,153.416,225.552,158.242,227.32999999999998,48,18,28,28,5,7,NA,NA,-0.3333333333333333,-0.37666666666666665,-0.3566666666666667,0.23,-0.43,-0.43,-0.34,-0.3,0.27,0.05,-0.21,-1.09,-56.320326086956506,30.087499999999995,-45.80499999999999,-27.778681318681322,-9.817096774193548,-90.92,-249.63354838709677,40.32366666666666,43.46645161290323,54.65800000000001,-0.32161290322579905,36.718709677419355,8.844999999999999,-86.80870967741936,-3.4046666666666705,-41.04387096774194,0.6733333333333333,NA,197
2014,355,102,112,82,-179.97,-118.60000000000001,-24.460000000000004,280.2800000000001,541.0999999999999,393.0799999999999,110.53999999999998,-34.17,284.47999999999996,982.9799999999999,2.54,7.619999999999999,NA,NA,NA,467.36,100.83800000000001,122.17399999999999,88.64599999999999,118.872,29.718,76.2,96.774,116.58600000000001,26.17007251153593,11.054929901172143,97.21448467966573,93.97590361445782,NA,NA,NA,19.96520226185298,25,21,16,0,0,0,9,18,29,24,25,5,0,0,15,23,934.1799999999998,1044.7199999999998,503.6199999999999,469.4499999999999,NA,NA,NA,NA,105.918,202.692,172.974,289.56,0,9,9,27,0,15,15,38,255.82000000000008,137.22000000000008,-143.06,-323.03,10.16,993.1399999999999,985.5199999999999,1269.9999999999998,207.51799999999997,329.692,210.82,311.658,45,15,22,31,6,10,NA,NA,-0.006666666666666672,0.09333333333333334,-0.38333333333333336,-0.20333333333333334,-0.42,-0.46,-0.27,0.04,-0.18,-0.17,-0.27,-1.77,29.914565217391306,-38.83532608695652,98.02055555555556,11.195274725274723,58.87064516129033,86.10214285714287,73.9158064516129,25.80466666666667,-10.109354838709685,-56.46066666666667,-17.029354838709672,-43.58451612903226,13.893666666666656,-32.06225806451613,53.196333333333335,147.93548387096774,0.7375,101,195
2015,365,107,107,92,-174.44000000000003,-240.82,-10.86,278.07,602.8,388.88000000000005,115.80999999999999,19.730000000000004,444.49999999999994,612.1399999999999,254,50.8,0,NA,325.12,33.019999999999996,86.614,63.754000000000005,50.546,111.76,197.358,141.73199999999997,98.29800000000002,96.01200000000001,16.30798660927786,9.432544156332208,16.59716430358632,68.75,100,NA,23.21535692861428,74.40944881889764,29,28,17,0,0,0,10,12,30,28,27,7,0,0,16,24,991.6800000000001,1107.49,504.69000000000005,524.4200000000001,NA,NA,NA,NA,339.09,437.388,240.02999999999997,336.042,0,10,10,22,0,16,16,40,267.21,26.389999999999986,-251.68,-426.12,304.8,916.9399999999998,866.1399999999999,1310.6399999999999,162.306,226.06,114.30000000000001,200.914,44,14,14,27,4,4,NA,NA,0.72,1.52,0.56,0.45333333333333337,0.55,0.47,0.53,0.7,0.49,0.64,0.66,3.34,86.58456521739132,-1.1014130434782645,107.86966666666666,23.830659340659345,150.59645161290322,86.2032142857143,124.2874193548387,26.87500000000001,106.66516129032259,18.442,-32.68741935483872,11.571612903225807,26.137333333333334,20.24322580645161,25.231,84.71258064516128,0.9266666666666666,104,198
2016,24,70,46,116,-66.91,-3.0399999999999974,205.81000000000003,258.05,578.0699999999998,333.6100000000001,241.67000000000002,174.98999999999998,20.32,139.70000000000002,7.619999999999999,180.33999999999997,0,0,0,40.64,59.43599999999999,115.824,23.368,50.03799999999999,39.878,81.53399999999999,110.49,139.44600000000003,74.52229299363057,45.32803180914513,75.40983606557377,21.719955898566703,100,100,100,77.43300423131171,21,13,4,3,0,0,2,2,29,22,15,9,0,3,7,9,911.68,1153.35,575.2800000000002,750.2700000000002,0,40.64,0,0,121.41199999999999,231.902,192.024,331.47,0,2,2,4,3,10,10,19,463.86,460.82000000000005,202.77000000000004,135.86000000000004,187.95999999999998,327.65999999999997,147.32000000000002,167.64000000000001,73.40599999999999,189.23,139.192,198.628,54,27,42,37,16,22,101.6,187,0.97,-0.32333333333333336,2.42,2.3833333333333333,2.48,2.14,1.58,0.94,2.42,2.57,2.64,13.830000000000002,-13.442500000000004,-19.67684782608696,64.44340659340659,28.54241758241759,-19.651290322580635,97.60724137931035,24.249677419354835,-67.57633333333332,1.2529032258064512,-22.87133333333332,-10.96935483870968,-25.29290322580645,-12.747000000000003,31.702258064516123,66.56666666666666,117.51387096774194,0.9933333333333334,NA,167
2017,351,97,112,77,-3.3400000000000025,62.50000000000001,24.160000000000004,373.32000000000005,555.2800000000002,364.18,205.55000000000004,-14.420000000000002,198.12,447.03999999999996,515.62,0,0,25.4,134.62,452.11999999999995,105.156,72.39,108.96600000000001,118.872,59.182,96.774,113.03000000000002,111.252,34.67336683417086,13.93643031784841,17.44611630744205,100,100,79.20997920997921,45.64102564102564,19.74752028854824,13,15,12,0,0,0,3,14,24,21,24,2,0,3,8,27,919.4600000000003,1125.0100000000002,569.73,555.3100000000001,160.02,612.14,25.4,160.02,155.95600000000002,268.98600000000005,209.80400000000003,321.05600000000004,0,3,3,17,3,11,11,38,397.4800000000001,459.9800000000001,86.66000000000001,83.32000000000001,515.62,962.66,962.66,1160.78,227.83800000000002,300.228,181.356,286.512,49,19,32,35,7,14,457.2,165,0.18333333333333332,0.11333333333333334,-0.3533333333333334,-0.6633333333333333,-0.34,-0.16,0.05,0.2,-0.69,-0.67,-0.56,-2.37,-22.055326086956523,34.09760869565216,-8.013,-5.635604395604391,-53.384838709677425,-7.458571428571421,-4.334516129032257,26.65066666666667,-86.91096774193548,54.464333333333336,55.28612903225807,-6.800645161290324,47.21133333333333,-27.22,-36.17866666666667,36.85806451612904,0.9066666666666667,NA,193
2018,361,101,105,88,-125.53,30.55,42.77,198.08000000000004,549.99,459.73999999999995,136.12,-73.35,342.9,307.34,635,86.36,0,0,0,220.98000000000002,117.094,127.25399999999999,95.504,114.80799999999999,322.58,156.97199999999998,13.969999999999999,60.198,25.455549420209827,29.281122150789013,13.073713490959666,57.07070707070706,100,100,100,21.40921409214092,20,14,11,1,0,0,2,19,27,20,27,14,0,0,15,25,1009.73,1145.85,595.8599999999999,522.5099999999999,0,220.98000000000002,0,0,479.55199999999996,493.52199999999993,170.94199999999998,231.14,0,2,2,21,0,15,15,40,240.85000000000005,271.40000000000003,73.32000000000001,-52.21,721.36,1028.6999999999998,942.3399999999999,1285.24,210.312,337.566,222.75799999999998,339.852,49,20,34,20,4,12,NA,NA,-0.47333333333333333,0.10333333333333335,-0.9133333333333333,-0.6233333333333333,-0.92,-0.85,-0.7,-0.5,-0.65,-0.84,-0.97,-4.93,24.33706521739128,23.78923913043478,62.336555555555556,15.6134065934066,80.16806451612904,95.045,-134.67741935483872,41.63133333333334,166.61516129032256,13.69766666666667,15.990322580645161,41.354193548387094,36.14033333333333,12.938064516129028,-2.149000000000005,14.96193548387098,0.8216666666666667,90,200
2019,346,92,111,73,-118.89,-39.470000000000006,67.47000000000001,309.14000000000004,546.65,331.09,87.77,21.390000000000004,373.38,220.98000000000002,129.54,0,0,0,241.3,5.08,165.608,67.56400000000001,46.482,117.602,39.62400000000001,127.00000000000003,207.01000000000002,133.35,30.72573044297832,23.41549295774648,26.406926406926406,100,100,100,46.1756373937677,96.33027522935778,22,15,9,0,0,0,5,14,27,25,22,7,0,2,15,25,877.74,965.51,418.85999999999996,440.24999999999994,241.3,246.38000000000002,0,241.3,166.62400000000002,373.634,334.01000000000005,467.36,0,5,5,19,2,17,17,42,376.61000000000007,337.14000000000004,28.000000000000007,-90.89,129.54,350.52,350.52,723.9,164.084,231.64800000000002,114.046,279.654,52,22,35,32,9,12,228.6,47,0.6366666666666667,0.29000000000000004,0.76,0.7166666666666667,0.75,0.72,0.71,0.66,0.76,0.9,0.81,4.65,13.321304347826082,-44.18630434782608,-29.08733333333334,25.17725274725275,-29.914516129032254,-24.005357142857147,96.22612903225806,1.582000000000003,-58.22290322580645,-81.41233333333334,-39.60516129032258,-12.742258064516127,56.443,71.11935483870968,-53.56199999999999,-32.85032258064517,0.9475,113,187
2020,18,71,53,110,18.909999999999997,19.750000000000007,188.88000000000005,231.39999999999998,546.95,378.60999999999996,87.77999999999999,-7.479999999999997,88.89999999999999,76.2,50.8,0,0,0,0,388.61999999999995,37.337999999999994,41.147999999999996,59.182,80.77199999999999,107.696,189.23,65.024,150.876,29.577464788732392,35.06493506493506,53.810623556581994,100,100,100,100,27.966101694915256,11,12,1,0,0,0,6,16,23,23,12,5,0,0,16,22,925.56,1013.3399999999999,466.38999999999993,458.9099999999999,0,388.61999999999995,0,0,296.926,361.95,254.254,405.13,0,6,6,22,0,16,16,38,420.28000000000003,440.03000000000003,208.63000000000005,227.54000000000005,50.8,127,127,215.89999999999998,139.954,181.10199999999998,100.33,137.668,60,30,46,44,19,24,NA,NA,0.17,-0.42666666666666664,0.51,0.35,0.5,0.48,0.4,0.19,0.35,0.51,0.55,2.79,-9.368695652173912,2.695000000000001,87.48241758241757,-20.947472527472534,81.6041935483871,174.7241379310345,55.02129032258065,-71.40966666666667,-13.719032258064527,-2.8309999999999977,19.40774193548387,-8.67,5.5533333333333275,-60.33903225806451,-6.743666666666666,11.747419354838717,0.9775,NA,167
2021,13,86,73,105,-71.38999999999999,-71.39,152.77999999999997,334.16,567.51,379.68999999999994,252.22000000000003,28.60999999999999,165.1,635,0,0,0,0,0,355.6,53.339999999999996,126.49199999999999,111.50600000000001,65.532,201.93000000000004,104.39399999999999,134.874,115.062,24.418604651162788,16.611074049366245,100,100,100,100,100,24.446842957366428,21,20,7,1,0,0,2,12,29,25,17,3,0,1,4,24,947.1999999999999,1199.42,631.91,660.52,0,355.6,0,0,306.324,441.198,239.26799999999997,354.33,0,2,2,14,1,5,5,29,486.94,415.55,81.38999999999997,10,0,635,635,800.1,177.038,303.53,237.998,291.338,53,24,32,41,14,17,NA,NA,-0.66,-0.42333333333333334,-1.0566666666666666,-1.1099999999999999,-1.05,-0.93,-0.84,-0.66,-1.17,-1.27,-1.19,-6.449999999999999,NA,NA,-29.743225806451616,51.12373626373626,NA,NA,NA,NA,NA,NA,NA,NA,69.92166666666667,18.14516129032259,66.40366666666667,-29.743225806451616,0.8391666666666667,NA,178
2022,13,82,69,105,-147.51,-20.550000000000004,141.93999999999997,292.51000000000005,NA,451.6599999999999,148.89999999999998,85.28,NA,NA,152.39999999999998,NA,NA,0,NA,NA,74.16799999999999,NA,74.676,242.824,NA,NA,NA,NA,NA,NA,32.885906040268466,NA,NA,NA,NA,NA,26,16,7,0,NA,0,4,6,29,23,15,4,NA,0,12,16,NA,NA,600.56,685.8399999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,NA,NA,12,28,434.45000000000005,413.9,121.38999999999996,-26.120000000000033,NA,NA,NA,NA,317.5,NA,NA,NA,54,24,36,42,16,21,NA,NA,NA,NA,-0.98,-0.8233333333333334,-0.97,NA,NA,NA,-0.81,-0.98,-0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845,111,172
